gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
CPT1A,7.445823207,4.857115477,3.902187702,4.680488067,5.09691838
NUSAP1,5.14194184,7.236979796,2.971812231,7.226483946,5.673071814
TBCA,8.077025231,9.125121063,7.682528942,8.554027509,7.866235095
SLC26A9,-0.016633408,-0.003362461,-0.030036407,0.890088404,-0.030036407
HOXD12,0.008193544,0.270145293,-0.0076995,0.867780719,-0.0076995
L1CAM,0.232598737,0.267809547,1.700800382,5.005688512,0.290809488
PIGP,6.066571268,5.375619218,4.961646618,5.923723058,5.26863244
COL6A5,-0.004727531,-0.004727531,0.006834242,-0.004727531,-0.004727531
RAP1B,7.755097954,6.607790515,7.446466137,7.6147162,7.688684005
PRXL2B,4.870779376,2.517471874,3.65993168,3.84956787,3.409538761
MTMR6,2.984830501,3.235741088,3.960076593,3.401381101,4.897307055
BAG1,6.416213165,5.974247941,4.877364366,6.24206621,5.634699635
AGTRAP,1.651165492,4.184769464,5.750070408,4.430055724,5.148406878
KCNH7,-0.010727522,2.393033015,-0.010727522,3.471321119,-0.023128144
SLC5A7,-0.002734806,0.021357964,0.009371216,-0.002734806,-0.002734806
DLGAP5,2.088363756,5.36837903,2.553329266,5.78657029,4.839393173
SHISA9,-0.014825834,0.119536073,0.026844186,2.693728988,3.350102889
ANKRD31,-0.002960639,0.15974661,0.025470212,0.011325161,0.025470212
FRMPD3,-0.018552128,0.126587566,0.080011637,2.803936187,0.214946522
SLC30A6,3.191404092,4.01365591,3.669680483,4.945078704,4.090102215
AQP6,0.479630979,0.077588584,-0.01191851,0.690061114,0.027185471
NDUFA2,6.552057243,7.045624471,6.489048253,7.477132005,6.770890727
PNMA8B,0.003098753,0.003098753,0.800053641,0.703586793,0.220098415
LCE1A,0.000181498,0.000181498,0.055245214,0.000181498,0.000181498
CSNK1G3,3.058588685,3.881469522,4.3425608,4.835288489,4.725004307
TPH1,0.0861334,1.293318042,-0.002565075,5.982533246,0.010472318
ODR4,2.191290139,4.438182791,3.065299244,4.515829228,3.841856731
CBY3,-0.015391691,-0.015391691,-0.015391691,0.630359143,-0.015391691
CCR1,0.022234928,0.048365092,0.086632918,0.048365092,0.008977075
SEPTIN2,5.952652847,8.47449364,8.283997162,8.559296757,8.596128884
TP53,3.152960659,2.98924654,4.190365945,5.238457327,4.12940578
ZBTB7B,2.8709467,5.256610863,3.614267,4.879237389,3.621042655
PPP1R7,4.489486065,7.212829866,6.618027632,6.812776778,6.645676382
RSPH3,0.850421641,2.247361318,2.032480317,1.989409502,2.299811193
MAMDC4,0.439527592,2.02229702,0.77375497,3.221525166,0.749872455
TMEM150C,0.038888189,2.453799813,0.371870215,5.056535283,0.393661702
MMP8,0.032470262,0.017448213,0.105416986,0.017448213,0.017448213
MACROH2A2,0.04621719,3.364517666,2.71248429,3.302132551,3.253505741
LARGE1,0.002985775,0.201275081,2.195516576,2.392769492,3.146679856
IL21,-0.003612795,-0.003612795,-0.003612795,-0.003612795,-0.003612795
HLA-DPB1,7.824946997,0.228870614,4.062912822,2.982185664,0.148529692
SERPINB1,8.177235056,4.611315366,4.333433869,4.424908253,4.788781311
KLHL6,3.458496223,-0.004079454,0.009384024,0.074798902,-0.01767558
DEPDC5,3.141707992,2.625616614,2.123980719,2.717477331,2.309005528
CLEC5A,1.570028257,0.026656879,0.002736621,0.002736621,0.106866594
TMEM97,5.200949521,6.465380335,2.599634514,5.014963296,4.32854883
IRF5,5.174823615,1.659344619,-0.00697813,2.890215208,0.130429066
PRRT1B,-0.030445389,3.533489661,-0.030445389,1.690543666,-0.030445389
EFCAB13,0.768138706,1.876302761,0.707139946,3.368659251,1.109939021
ALDH1L1,0.01010064,0.01010064,0.037329634,1.046260114,0.24946122
SAMD3,-0.014846369,2.083400548,2.007768206,-0.014846369,2.571419813
LCA5,0.239322743,1.251129221,1.583546815,3.411719689,2.14828251
LRRC32,0.284789339,0.059614404,5.504592429,0.044378001,4.916491147
IMMT,5.834064191,6.917543874,4.929386214,5.295504185,5.373044545
GABARAPL1,2.920121102,6.940288855,8.427719722,4.495961735,6.263910813
SOX6,-0.033822958,0.231039954,1.299173829,0.756097264,1.207659039
ZNF516,3.281785004,3.999440225,2.738957057,3.299338095,2.359187747
RRP8,3.669741395,3.376033611,3.248440584,3.593081511,3.224565672
CDKN2A,3.442204077,6.841950085,4.160378795,7.180353833,4.125691686
CKAP2,4.154251231,5.81480673,3.427681552,5.56539494,5.646547163
F2RL1,3.398732731,1.084486846,2.00177933,0.10343625,0.465766788
SPIN2A,0.338518929,-0.117556908,0.717800306,1.944143162,0.943446602
C10orf82,-0.019810005,0.043215962,0.114999767,0.018373349,0.103309406
ACSF2,4.434826144,2.199615297,4.00008809,1.982766703,3.151192147
FNDC4,0.070610971,0.070610971,4.342232935,0.246108744,4.943933814
RNF187,4.695925715,5.144340501,5.569990051,6.124140588,5.080641501
FER,0.964285848,1.693628951,2.572846165,2.132450077,2.665826781
H3C4,0.08498793,0.219572968,-0.091209455,0.061186811,0.08498793
ZNF214,0.000705266,1.417507991,0.557374774,2.500297012,0.746219912
CDK20,-0.053585585,0.511990547,1.751268547,2.209051543,2.268213798
LUZP1,4.201864328,1.942483699,4.234894522,3.130454235,4.286373412
CCDC60,-0.00751838,0.054474246,-0.00751838,0.192372275,-0.00751838
OR6F1,0.023830505,-0.002705063,-0.002705063,-0.002705063,-0.002705063
KRTAP20-1,-0.000282504,-0.000282504,-0.000282504,-0.000282504,-0.000282504
FABP2,-0.010287942,-0.010287942,-0.010287942,-0.010287942,-0.010287942
WDR64,-0.002960651,0.011973156,0.041402242,-0.002960651,-0.002960651
CLDN25,-0.000692314,-0.000692314,-0.000692314,-0.000692314,-0.000692314
CKS1B,7.269246975,9.407760443,4.835059321,7.992352828,6.395911446
E2F6,3.454197085,4.669400018,2.7768728,5.375360383,3.423000939
SHC1,5.072030766,5.604134319,7.581650927,5.323415307,7.2536745
ELP6,5.453822458,4.226336599,4.803411205,5.23878041,5.252791121
HELQ,2.657454922,2.540623823,3.061799558,2.701505292,3.374172141
TP53I3,2.945425861,2.975993752,7.080951674,5.077879834,5.377920681
LPIN3,-0.132823931,3.325053599,2.568875676,3.804224696,2.220766739
LSM6,6.166817998,5.859082145,4.820708737,5.205580849,4.969873935
PLCXD3,0.005546524,0.187208035,0.03300148,0.019341961,0.137687414
NSMCE3,1.967005126,3.263392236,2.570649719,2.318734301,3.101978147
NBDY,4.632110751,4.946417629,5.744705112,5.745271601,5.594333598
ZNF652,2.508176289,4.35215672,1.957028466,3.887056678,2.944973471
KCND3,0.006836999,0.457013676,1.300727507,3.970614135,0.499453228
GYG1,5.063799758,6.007616442,6.208143036,5.831593203,5.699586725
OR2T10,-0.000779527,-0.000779527,-0.000779527,-0.000779527,-0.000779527
VCP,6.597263272,7.503711719,7.242152794,7.755017398,7.657403663
MMS19,5.415826671,4.92233951,4.638021854,4.233978082,4.844870202
ZNF208,0.013417978,0.165116459,0.013417978,0.013417978,0.060464636
FO681492.1,-0.022680051,0.19018987,1.399553435,0.071297734,0.09375221
HHIPL1,0.009126502,0.02152216,2.415761301,0.06991848,2.080507029
MRPS30,4.755514879,6.09535807,3.534635183,5.093137279,4.092367959
PAQR8,0.836051897,0.364070363,1.464743973,3.406678882,1.537494706
PAIP2B,0.113481003,2.972815053,0.16391562,2.54165261,0.126261084
ZNF419,2.268938576,3.526454379,3.001028719,3.504201547,3.396820786
PIWIL3,-0.003168843,-0.003168843,0.014903015,0.014903015,0.014903015
SCG3,0.003718054,6.589161456,0.074488521,0.268176717,0.088237503
WNT8B,0.010941662,0.50736342,-0.0121513,-0.000548218,0.010941662
ZNF853,0.266771579,0.05756715,0.438179092,0.806743464,0.208487347
GALNT17,0.020012124,0.035077573,0.035077573,0.035077573,0.064766076
SSX4B,-0.001459434,-0.001459434,-0.001459434,-0.001459434,-0.001459434
CASP5,-0.005761528,0.043289099,0.059322319,-0.005761528,-0.005761528
CENPM,4.990283419,4.853690423,1.92443978,5.855032187,3.949725292
SNPH,-0.00740857,0.019181103,2.777999073,2.503857686,2.874007665
LHX8,-0.002599553,0.024337027,-0.002599553,0.010935413,4.853250495
WDR44,2.165387833,1.707156822,3.69493099,3.354822723,3.618627492
LARGE2,0.51196763,5.429675565,-0.107977217,4.6782354,-0.054915471
GDPGP1,0.433334948,0.676131205,0.294166492,0.983125625,0.42310512
CENPVL1,-0.002549111,-0.002549111,-0.002549111,-0.002549111,-0.002549111
YY1,5.140434522,5.597126983,4.641318975,5.102478126,4.908518168
FBRSL1,5.623194082,6.105946744,2.080254687,4.021750778,2.403090108
HDAC2,6.422927707,7.695192011,6.146745401,7.948658879,6.444903367
ADAMTS13,0.144750874,0.667296455,0.982587286,2.11407669,2.076974753
RSPO2,0.001194557,0.107257814,0.27388777,0.52865619,4.209385096
TPX2,5.53889434,7.167936142,3.581885398,6.82627793,5.403504384
GRM2,-0.030625161,0.143905861,0.039048887,1.980825942,0.065993738
CANT1,3.661690262,4.935702643,4.949561729,6.724833008,5.096722975
SIM1,-0.002799368,0.054927045,-0.002799368,0.040706308,0.12403997
FAT1,0.22277363,4.691809888,7.219930492,4.679457777,8.316649826
NUP98,5.373115488,5.489098677,4.364058455,5.704751709,5.019398404
SRP68,5.141716137,6.441005514,5.13893231,6.400888621,5.492040269
IGF2R,-0.33537044,4.350186296,6.439212574,5.252563555,5.813543418
RBBP7,6.577561369,6.57211586,5.868357552,7.98562761,6.480227784
RFX1,2.090034645,1.716082794,1.265213665,2.407182239,1.631234417
CDK5RAP1,5.05056019,6.827370923,3.780981066,5.429913453,4.094559021
FAM78B,0.031868359,0.181873327,0.083746087,0.533890833,0.096409603
RSPO1,-0.003081462,-0.003081462,0.031797779,0.303310174,-0.003081462
SCN4B,0.302154652,-0.000319854,0.144590155,1.937676135,0.144590155
MS4A7,0.623408768,0.005557821,0.005557821,0.550265036,0.005557821
SLC9C2,-0.002418051,-0.002418051,-0.002418051,-0.002418051,-0.002418051
HOXC4,0.035781342,1.639728364,0.062692289,3.120471098,0.035781342
PHF3,3.07357276,4.085858114,3.080353225,4.738300631,3.745142886
EIF2AK2,2.91061074,3.912504496,3.487334544,4.846032867,3.67394907
HYAL4,-0.006529916,0.036576263,-0.006529916,0.022348642,-0.006529916
RUFY4,0.063535285,-0.012291784,-0.012291784,0.462229186,-0.012291784
USH1C,-0.069738338,5.219005646,-0.030501112,2.508087342,-0.056531241
PTGER3,0.007938209,0.471762369,0.05143346,0.007938209,0.02257854
TTK,2.264920662,4.424380391,1.57391877,5.458045233,3.905112085
APOC1,1.267644558,1.77445774,0.873376106,3.509867855,0.487778495
TNFSF15,-0.003483945,-0.0303703,1.156394088,2.681680384,1.3128057
INTS5,3.389368568,3.482664437,2.967018293,3.520320507,3.228116043
PAIP1,5.083037334,6.797616735,5.639446266,7.200362671,6.226057028
MRTO4,5.579367183,6.284188924,4.339676436,5.089166312,4.712909409
CLSTN3,2.647959286,5.715145449,2.653656816,4.654951016,3.275564729
GSTP1,9.649066656,3.180976765,8.972050175,9.312903964,8.92731246
CST2,-0.009788902,0.055138186,0.235909814,-0.009788902,4.395237966
KCNA7,-0.006906876,-0.006906876,0.00491621,0.148871413,0.00491621
RPL39L,0.96318483,6.214967192,3.64690091,2.805585089,4.210345825
H3C13,0.131182758,1.630957853,-0.038652486,1.330754098,0.170213049
UPK1A,0.018303236,0.030330303,0.208334735,0.372947506,-0.006108741
STAU1,4.92241536,6.378635725,5.268555748,5.980929676,5.996910281
H2BC3,-0.003204079,0.113208026,0.38073221,0.266933401,-0.003204079
RBM10,4.752726855,5.196484445,3.632475263,5.235682115,3.854824227
CLCN3,2.209856931,2.686605413,4.285931604,4.33744622,4.261155296
SLC22A7,-0.004834298,-0.004834298,-0.004834298,0.029432893,-0.004834298
CRTAP,6.372970938,2.262127073,7.416833872,5.65628389,8.301132706
GATA3,2.168286336,1.200682479,0.61130666,0.584546276,0.000404734
ZZZ3,3.763410914,5.051791123,3.64448193,4.397538143,3.999001799
CDCP1,-0.175734201,0.801676783,4.583071387,3.404011448,2.186890211
FAM221B,-0.004971488,0.019153344,-0.004971488,0.154655555,-0.004971488
GYPA,-0.00734173,-0.019298846,-0.019298846,-0.019298846,0.016221381
CA7,-0.008279789,-0.008279789,-0.008279789,-0.008279789,-0.008279789
ROBO3,5.535561261,0.029475068,2.643465708,1.091407021,4.192599361
OR4D10,-0.000519934,-0.000519934,-0.000519934,-0.000519934,-0.000519934
CRP,0.139802159,-0.007259268,0.066992381,-0.007259268,-0.007259268
ZNF407,1.676030492,2.036692706,1.427105861,2.355873847,1.942926294
KRTAP4-8,-0.008100787,-0.008100787,-0.008100787,-0.008100787,0.092160763
NMD3,5.473408656,6.388029592,5.293368333,5.747128686,5.07884008
C6orf226,1.493968593,1.682622109,3.074079548,4.61678475,3.525747164
MEMO1,6.063409814,5.441849812,4.92597812,4.81287232,5.355992462
PSD4,4.030063341,0.659627444,0.561339585,3.49522285,0.592314486
TRAF6,2.201215433,2.291208993,2.251250249,2.553447914,2.386580207
SMIM11A,4.991288406,4.494802306,3.789547173,5.607963562,4.814591637
AIG1,-0.225095235,4.398137602,5.327874765,5.616030216,3.700617393
OR6C6,-0.000426171,-0.000426171,-0.000426171,-0.000426171,-0.000426171
DIS3,3.314538114,4.134812552,3.823408328,3.953973273,4.334692552
FOXA3,-0.011429277,4.16691873,-0.011429277,0.052906952,-0.011429277
VAT1L,0.026817558,0.058027058,3.682324021,0.499790876,0.073403066
MAP2,0.042711076,6.531989932,0.892858357,6.217549316,0.931334021
KLF6,2.669066132,7.282498892,5.638171818,3.380431756,7.014332328
TYK2,5.777953352,5.457746689,4.769441889,6.865627025,5.296930114
ANKRD30BL,-0.001472773,-0.001472773,-0.001472773,-0.001472773,-0.001472773
VGLL1,-0.068628847,0.372601663,0.014985134,0.180988472,-0.026212931
DNAH3,-0.037105784,1.145357988,0.0002326,0.423507751,0.139440104
CCL21,-0.004078465,-0.004078465,-0.004078465,-0.004078465,-0.004078465
SH3BGR,0.733402369,2.512689693,2.071807379,3.801659312,2.10819889
TNFSF4,3.414431596,1.919233443,7.100381532,0.603662633,0.890564742
P2RY6,1.616833609,0.210266191,0.106850878,0.085118599,1.455959554
CARNS1,0.387320092,-0.004372191,0.093188927,0.184073805,0.2996835
OXCT2,-0.033219015,0.899204983,0.857447999,1.027339602,0.095963672
MAPK8,4.110069903,4.96101454,4.876672339,5.253945535,4.053796026
UFSP1,0.611068224,2.185588309,1.264513555,1.199299837,1.326732779
TPH2,-0.014452321,0.551203082,0.016266655,0.090503672,0.000983206
PTGES3L,2.741783261,1.180749594,1.332209771,0.907622032,0.278226671
STMN4,0.036568504,0.195185107,0.05167851,0.125093359,0.05167851
TMEM126B,6.292493511,6.208676805,5.602549955,6.537637956,6.342826963
CAST,0.487688609,6.107932291,6.67673985,5.784463123,6.964240654
U2AF1L4,3.490093774,4.542441277,4.177667443,4.487728553,4.008041284
LMF2,3.915283154,5.099563318,5.175978724,5.160257631,6.153632235
KDM4C,3.737294275,3.536878708,2.997633264,4.372596574,2.853822934
GBF1,4.168803762,4.561838953,5.257372321,4.796923893,5.957175421
UBE2V2,4.756274658,6.450199586,5.975883565,6.243157192,6.192536032
KIF3C,2.160075314,3.790739688,4.060186978,4.259113132,4.132989534
AC008770.4,0.001317413,0.306046331,0.001317413,0.470139641,0.001317413
BPNT1,4.171367752,5.440868341,4.58673194,4.171367752,4.618870163
NDEL1,2.936079866,3.769940426,5.784992097,3.608764996,6.262209373
ATP7B,1.644923332,1.379555907,1.115619552,4.713920364,0.93541103
CENPL,2.831293317,5.067719542,2.405540794,4.733454839,3.395347806
SAG,-0.005054142,0.011948533,-0.005054142,0.045454602,-0.005054142
ATP1A2,-0.011620656,0.003996611,0.123637165,0.248157956,0.109171419
TPM4,7.543316001,1.047415815,10.33962833,7.365234673,9.911930009
PPP4R4,-0.001552006,0.027260445,0.637243071,1.683734351,1.593208581
DDX3Y,4.381214436,5.068483552,0.179827362,6.582574716,5.463905996
TRPT1,4.138608085,4.746091141,5.204424306,5.481444852,4.758418712
VOPP1,3.755146105,6.073809298,6.177913964,6.792832147,6.551638619
TNFSF12,1.153591923,0.047509757,4.557465682,0.075289742,4.872977862
MSH3,2.817566907,2.579293041,2.808808709,2.548325566,3.2181833
MOSPD2,2.035695902,2.261720046,3.64182743,3.857927978,3.566054475
CACNA2D1,0.067292561,6.187323316,4.420343217,4.81554215,4.618435383
OSBPL7,2.618690798,3.467230219,1.324557974,3.422335765,1.435788659
RASSF2,4.55865311,0.095730712,4.442822103,3.570969971,2.485697623
DOK6,0.002769068,2.766826182,1.406593656,3.984453995,1.677132025
PREX1,4.169443195,1.177140991,0.526931391,1.213756192,3.154497834
MEAK7,0.876056762,2.826339532,4.723851229,3.53304476,4.749428304
GTDC1,3.135334514,2.235445895,3.952866974,2.754648184,3.323431554
GXYLT1,1.99100903,3.514786652,3.056460604,3.691103716,2.636050915
CNTNAP2,-0.001601309,2.43785637,-0.001601309,5.500193102,0.545452707
BRAF,2.543080524,3.014439399,2.73925076,3.95149957,2.830409033
RABAC1,5.714121582,5.811060364,8.42684069,6.346115737,8.171669606
PIGL,3.227996891,3.584211378,3.021606198,4.304647203,3.843116523
DNMT3L,0.542738323,-0.04833242,-0.04833242,-0.04833242,-0.04833242
KLF17,0.112211669,-0.002956664,0.366457045,-0.002956664,0.925704885
APOO,3.536925191,4.583042998,3.62555043,5.874172176,3.984281814
FLOT2,5.420713794,5.618027304,5.226639189,4.717840546,4.98404073
AGMO,-0.020282147,1.889206357,-0.00504594,4.805305441,1.477756432
AQP4,0.060593734,0.551913407,4.35E-05,0.226310632,4.35E-05
MRM2,4.496982874,6.024137591,4.098779592,5.537196903,4.554039848
TMEM42,3.881912547,2.705588718,4.179239056,3.966980632,4.449674689
ZNF559,3.172722136,2.976620404,2.986324646,5.270827372,3.777547236
OR11L1,0.033227821,-0.000915009,-0.000915009,-0.000915009,-0.000915009
OR52B2,-0.001328198,0.054695392,-0.001328198,0.032612869,0.021410284
CRYBB1,0.85894509,1.150183418,0.000509491,0.11083359,0.000509491
SSTR5,-0.02147056,1.667468649,-0.04479129,3.991267672,-0.04479129
CLHC1,1.881946922,3.145516867,2.032222829,3.11680312,3.182964311
SLC29A4,0.512115063,5.724275191,1.610985698,4.682028447,0.626374593
LYST,2.391675486,1.43469275,1.718549038,2.38590901,2.227517972
RHBDL2,-0.084375708,0.09855614,1.896836921,1.741504322,1.671029126
CCDC97,3.887409045,4.450410621,2.986801271,4.638310919,3.555894464
WBP2,5.399671392,6.279304369,5.559356073,7.186205279,5.734849716
TEC,3.241562864,0.956338061,0.800730642,2.773794915,0.969654162
OR7G2,-0.000583722,-0.000583722,-0.000583722,-0.000583722,-0.000583722
HEATR6,3.173481295,3.434231992,2.57828399,4.107972494,3.243895327
C3,0.692408824,0.596668309,1.705856964,0.719980566,1.03879777
SOD1,8.061642545,8.876681392,8.114723892,8.470511428,8.595958718
CPSF4L,-0.00853397,-0.00853397,-0.00853397,0.302966429,-0.00853397
POPDC3,0.039229095,0.745818638,3.932313224,5.110739126,3.36345537
ACTC1,-0.025445822,0.085182456,0.637527907,0.174391545,3.742765102
FYN,0.387448348,5.738350609,5.30649282,6.678431415,6.03244875
APCDD1,0.027026904,0.950484407,0.427691105,5.974611847,0.177189704
PCSK7,4.567954975,5.306239672,4.647899322,5.30653798,5.567780054
GREM2,0.009403383,0.037809732,2.716355223,0.023676872,7.912650441
AVL9,3.303963608,5.296899963,3.426907598,4.681919679,3.211942615
DOLPP1,2.700547465,5.063902625,3.129229778,4.680479037,3.274823619
MAGEA6,-0.077090204,6.114494332,-0.063909675,0.560975568,0.000198091
MPV17L2,2.575382839,3.796311961,3.717925172,4.207056153,3.783526809
TRPM5,-0.00843666,0.036856258,-0.00843666,0.162961934,-0.00843666
AKIRIN1,4.97412276,6.524925975,5.368860814,5.847640483,5.482034583
H2BC8,0.310380696,3.395173855,0.65473989,1.198997054,1.029766809
SNX1,5.164134326,5.176743769,5.406114777,5.476118633,6.23273704
EML1,0.157138594,0.091862254,4.235651399,2.595631972,4.673903773
FUBP1,5.558210191,7.281060792,4.913083278,6.372591616,5.305012331
PALB2,3.554720654,3.44515809,2.293552924,4.364956177,2.739841854
MTRNR2L10,-0.000390505,-0.000390505,-0.000390505,-0.000390505,-0.000390505
MAGI2,0.05392497,1.658640911,1.824952203,0.966472099,1.869235154
LPGAT1,3.322310905,4.553077566,3.666757433,6.32799894,4.509926356
HGS,5.969700211,6.83511004,5.761593063,7.025450032,6.25515594
PNRC1,4.13701341,5.765887922,4.637115255,4.812508852,5.179732694
FRG1,5.09725433,5.642810163,4.925050007,4.777719456,5.520995271
ZNF513,3.668669887,4.571323767,3.321002891,5.010518857,3.663639198
ETFBKMT,0.876954612,0.834136854,1.074541789,1.47562247,1.792279745
IL34,0.010958536,0.141615128,0.222908018,0.312595546,0.312595546
MYL2,0.026646051,0.026646051,0.026646051,0.026646051,0.026646051
CFAP70,0.099457807,1.060916964,0.210988195,2.048289388,0.773020085
C20orf203,0.031793707,-0.006368678,0.006477863,0.09299316,-0.006368678
SULT6B1,-8.79E-05,-8.79E-05,-8.79E-05,0.043100247,-8.79E-05
SPATA3,-0.000808417,-0.000808417,-0.000808417,-0.000808417,-0.000808417
ALDH7A1,4.749732977,5.170236528,5.073960018,0.364327135,6.246019124
PDCD2L,3.308550108,4.641314655,2.258502414,3.946823708,1.971560516
CDK16,4.571117513,5.891706768,5.701704984,6.577753566,5.892176022
AFAP1L1,0.685315998,0.243284561,2.891767456,4.442293978,2.488143711
DNASE1,2.405652404,3.247058539,1.896062281,4.476734194,2.318065864
